"question_id","question","answer","created_at","updated_at","is_active"
25,"あなたは毎週日曜日に何をしますか。","What do you do every Sunday?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
26,"あなたは朝食に何を食べますか。","What do you eat for breakfast?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
27,"あなたは夕食の後何を飲みますか。","What do you drink after dinner?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
28,"あなたのお母さんは中央大学で何を教えていますか。","What does your mother teach at Chuo University?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
29,"あなたは何が必要なのですか。","What do you need?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
30,"あなたはいつアメリカに行きますか。","When do you go to America?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
31,"彼はいつ日本に来ますか。","When does he come to Japan?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
32,"あなたはいつ私のタイプライターが必要なのですか。","When do you need my typewriter?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
33,"あなたはいつ彼らに会いますか。","When do you see them?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
34,"彼はいつ立ち寄りますか。","When does he drop in?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
35,"彼はなぜ私の秘密を知っているのですか。","Why does he know my secret?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
36,"彼はなぜ毎日そこへ行くのですか。","Why does he go there every day?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
37,"あなたはなぜ彼を尊敬しているのですか。","Why do you respect him?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
38,"あなたはなぜ彼を避けているのですか。","Why do you stay away from him?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
39,"あなたはなぜ私の助言が必要なのですか。"," Why do you need my advice?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
40,"彼女はなぜ彼を嫌っているのですか。","Why does she hate him?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
41,"あなたはなぜ彼とうまくやっていけないのですか。","Why don't you get along with him?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
42,"あなたは小説家なのですか。","Are you a novelist?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
43,"あなたは税理士なのですか。","Are you a tax specialist?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
44,"あなたは彼の秘書なのですか。","Are you his secretary?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
45,"あなたは薬剤師なのですか。","Are you a chemist?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
46,"あなたは公務員なのですか。","Are you a civil servant?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
47,"あなたは警備員なのですか。","Are you a security guard?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
48,"伊勢丹は今開いていますか。","Is Isetan open now?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
49,"彼は有名なのですか。","Is he famous?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
50,"サンフランシスコは安全な町ですか。","Is San Francisco a safe city?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
51,"彼の家は美しいですか。","Is his house beautiful?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
52,"彼女のご主人は背が高いですか。","Is her husband tall?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
53,"この本は面白いですか。","Is this book interesting?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
54,"彼はあなたのことを怒っているのですか。","Is he angry with you?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
55,"彼は長男ですか。","Is he the oldest son?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
56,"彼女はあなたに親切ですか。","Is she nice to you?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
57,"彼の車は白いのですか。","Is his car white?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
58,"彼女は慶応の講師ですか。","Is she an instructor at Keio?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
59,"誰が彼の話しを信じているのですか。","Who believes his story?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
60,"誰があのレストランを所有しているのですか。","Who owns that restaurant?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
61,"誰が彼の奥さんを知っているのですか。","Who knows his wife?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
62,"何人の人があの会社で働いていますか。","How many people work in that office?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
63,"何人の人が毎日新宿駅を利用しているのですか。","How many people use Shinjuku Station every day?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
64,"何人の人がこのアパートに住んでいるのですか。","How many people live in this apartment house?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
65,"私は彼を知りません。","I don't know him.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
66,"私は彼を信用していません。","I don't trust him.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
67,"私はタバコを吸いません。","I don't smoke.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
68,"私はアルコールを飲みません。","I don't drink alcohol.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
69,"私は朝食を食べません。","I don't eat breakfast.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
70,"私達はあなたに同意しません。","We don't agree with you.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
71,"私達は朝早く起きません。","We don't get up early in the morning.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
72,"私達は甘いものが好きではありません。","We don't like sweets.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
73,"彼等は一生懸命働きません。","They don't work hard.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
74,"彼等はジャイアンツを応援しません。","They don't root for the Giants.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
75,"彼等は日曜日に外食をしません。","They don't eat out on Sunday.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
76,"息子は私に似ていません。","My son doesn't look like me.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
77,"娘は私に話しかけません。","My daughter doesn't speak to me.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
78,"彼女は甘いものが好きではありません。","She doesn't like sweets.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
79,"彼女はそれを覚えていません。","She doesn't remember that.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
80,"彼は風邪をひいていません。","He doesn't have a cold.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
81,"彼は咳が出ません。","He doesn't have a cough.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
82,"私はお腹がすいていません。","I'm not hungry.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
83,"私は病気ではありません。","I'm not ill.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
84,"私は社交的ではありません。","I'm not sociable.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
85,"私は気前がよくありません。","I'm not generous.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
86,"私はけちではありません。","I'm not stingy.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
87,"私は疲れていません。","I'm not tired.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
88,"あなたは間違っていません。","You're not wrong.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
89,"あなたは私にフェアではありません。","You're not fair to me.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
90,"あなたは遅れていません。","You're not late.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
91,"あなたはそれに責任がありません。","You aren't responsible for it.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
92,"あなたは注意深くない。","You aren't careful.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
93,"日本人はなまけものではありません。","Japanese people aren't lazy.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
94,"アメリカ人は勤勉ではありません。","American people aren't hardworking.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
95,"イギリス人は外人に親しみやすくありません。","British people aren't friendly to foregners.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
96,"あの人達は正直ではありません。","Those people aren't honest. [άnəst]","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
97,"これらの本は面白くありません。","These books aren't interesting.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
98,"あれらの車は新しくありません。","Those cars aren't new.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
99,"日本は危険ではありません。","Japan isn't dangerous.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
100,"彼は貧乏ではありません。","He isn't poor.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
101,"うちの会社は大きくありません。","Our company isn't big.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
102,"私の車は新しくありません。","My car isn't new.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
103,"私のアパートは静かではありません。","My apartment isn't quiet.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
104,"あの時計は進んでいません。","That clock isn't fast.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
105,"私の時計は遅れていません。","My watch isn't slow.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
106,"この服は派手ではないです。","This cloth isn't showy.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
107,"このレストランの料理はおいしくないです。","The food in this restaurants isn't delicious.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
108,"この生地はもちがよくないです。","This fabric isn't durable.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
109,"この牛乳はくさっていません。","This milk isn't sour.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
110,"値段は手ごろではないです。","The price isn't reasonable.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
111,"彼は私より早く起きます。","He gets up earlier than I do.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
112,"彼は私より住宅市場をよく知っています。","He knows the housing market better than I do.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
113,"彼は私より遅くパーティに来ました。","He came to the party later than I did.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
114,"彼は私より熱心に勉強します。","He studies harder than I do.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
115,"彼は私より食べるのが早い。","He eats faster than I do.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
116,"彼は私より流暢にフランス語を話します。","He speaks French better than I do.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
117,"ビルは彼女より10分早くここへ来た。","Bill got here ten minutes earlier than she did.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
118,"ビルは彼女より30分遅く起きた。","Bill got up half an hour later than she did.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
119,"メアリーは彼女より熱心に勉強した。","Mary studied harder than she did.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
120,"メアリーは彼女より頻繁に私を手伝ってくれた。","Mary helped me more often than she did.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
121,"メアリーは私達よりエネルギッシュに働いた。","Mary worked more energetically than we did.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
122,"メアリーは私達より流暢にロシア語を話した。","Mary spoke Russian more fluently than we did.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
123,"彼はアメリカの食べ物が恋しいんです。","He misses American food.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
124,"彼は家族がいなくて淋しがっています。","He misses his family.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
125,"彼は毎朝髪を洗います。","He washes his hair every morning.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
126,"彼は毎晩テレビを見ます。","He watches TV every evening.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
127,"彼は毎日会社へ行きます。","He goes to the office every day.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
128,"彼は慶応で化学を教えています。","He teaches chemistry at Keio.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
129,"メアリーは英語、フランス語、ドイツ語を勉強しています。","Mary studies English, French and German.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
130,"ビルは毎朝テレビを見ます。","Bill watches TV every morning.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
131,"ジェーンは毎朝郵便局のそばを通ります。","Jane passes the post office every morning.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
132,"ジュディは毎朝髪を洗います。","Judy washes her hair every morning.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
133,"花子は毎年アメリカに行きます。","Hanako goes to America every year.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
134,"私はりんごが好きです。","I like apples.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
135,"私はうさぎが大好きです。","I like rabbits a lot.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
136,"私はロシア民謡が好きです。","I like Russian folk songs. [fóʊk]","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
137,"私は猫は好きではありません。","I don't like cats.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
138,"私はメロドラマが好きです。","I like soap operas. [sóʊp]","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
139,"私は明るい色が好きです。","I like bright colors.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
140,"私は派手な色は好きではありません。","I don't like showy colors.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
141,"私は白ワインが好きです。","I like white wine.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
142,"私はフランス料理が好きです。","I like French food.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
143,"私は牛肉が好きです。","I like beef.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
144,"私は春が好きです。","I like spring.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
145,"私は冬は好きではありません。","I don't like winter.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
146,"私は夏が一番好きです。","I like summer best.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
147,"私は水曜日が一番好きです。","I like Wednesday best.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
148,"私は10月が一番好きです。","I like October best.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
149,"タクシーで行きなさい。","Take a taxi.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
150,"電話に出てください。","Answer the phone.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
151,"いつかお立ち寄りください。","Stop in someday.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
152,"私に本当のことを話しなさい。","Tell me the truth.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
153,"私の話を聞いてください。","Listen to me.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
154,"私に夕食をおごってください。","Buy me dinner.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
155,"それをあきらめなさい。","Give it up.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
156,"彼を見送りなさい。","See him off.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
157,"彼等を起こしてください。","Wake them up.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
158,"それを捨てなさい。","Throw it away. [θróʊ]","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
159,"それをつけなさい。","Turn it on.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
160,"それを脱ぎなさい。","Take it off.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
161,"静かにしなさい。","Be quiet.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
162,"気をつけてください。","Be careful.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
163,"彼等に親切にしなさい。","Be kind to them.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
164,"彼等に親しみやすくなりなさい。","Be friendly to them.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
165,"彼等に愛想よくしなさい。","Be nice to them.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
166,"冷静になりなさい。","Be cool.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
167,"よい学生になりなさい。","Be a good student.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
168,"弟達のよい見本になりなさい。","Be a good example to your brothers.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
169,"よい市民になりなさい。","Be a good citizen.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
170,"負けてもぶつぶつ言わない人になりなさい。","Be a good loser.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
171,"よい息子になりなさい。","Be a good boy.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
172,"さっぱりした人になりなさい。","Be a good sport.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
173,"聞き上手になってください。","Be a good listener.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
174,"働き過ぎては駄目ですよ。","Don't work too hard.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
175,"彼に話しかけないでください。","Don't speak to him.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
176,"私に10時過ぎは電話しないでください。","Don't call me after 10:00.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
177,"食べ過ぎないでください。","Don't eat too much.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
178,"彼に妥協しないでください。","Don't compromise with him.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
179,"彼の感情をもて遊んでは駄目ですよ。","Don't play with his feelings.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
180,"彼は早稲田大学の教授です。","He is a professor at Waseda University.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
181,"彼は早稲田大学の学長です。","He is the President of Waseda University.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
182,"彼は営業部長です。","He is the General Manager of the Business Division.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
183,"彼は営業部の一員です。","He is a member of the Business Division.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
184,"彼はこの会社の社長です。","He is the President of this company.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
185,"彼はこの会社の社員です。","He is an employee of this company.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
186,"あなたは今朝バスに間に合いましたか。","Did you catch the bus this morning?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
187,"試験は難しかったですか。","Was the test hard?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
188,"（ニューヨークを旅行中）医者に見てもらいなさい。","See a doctor.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
189,"彼女は駅で背の高い男性と話していました。","She was talking to a tall guy at the station.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
190,"あなたは入り口の所にいる背の高い男性を知っていますか。","Do you know the tall guy at the door?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
191,"今朝私は公園でハンサムな男性を見ました。","This morning I saw a good-looking guy in the park.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
192,"これらは私の本です。","These are my books.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
193,"これらは彼の本です。","These are his books.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
194,"これらは私達の本です。","These are our books.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
195,"これらはジムの本です。","These are Jim's books.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
196,"これらは彼等の本です。","These are their books.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
197,"これらはトムの本です。","These are Tom's books.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
198,"これらは母の本です。","These are my mother's books.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
199,"これらの本は私のものです。","These books are mine.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
200,"これらの本は彼女のものです。","These books are hers.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
201,"これらの本は私達のものです。","These books are ours.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
202,"これらの本はあなたのものです。","These books are yours.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
203,"これらの本は彼等のものです。","These books are theirs.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
204,"これらの本は彼のものです。","These books are his.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
205,"これらの本は私の父のものです。","These books are my father's","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
206,"あれらは私の父のものです。","Those are my father's.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
207,"あれらは私の姉のものです。","Those are my older sister's.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
208,"あれらは私の弟のものです。","Those are my younger brother's.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
209,"あれらはベティのものです。","Those are Betty's.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
210,"あれらはジェーンのものです。","Those are Jane's.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
211,"あれらの本はビルのものです。","Those books are Bill's.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
212,"あれらの本は私の息子のものです。","Those books are my son's.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
213,"あれらの本はメアリーのものです。","Those books are Mary's.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
214,"あれらの本は私の祖父のものです。","Those books are my grandfather's.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
215,"あれらの本は私の娘のものです。","Those books are my daughter's.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
216,"これは彼のスケートです。","These are his skates.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
217,"これは彼のスキーです。","These are his skis.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
218,"これはトムのメガネです。","These are Tom's glasses.	/[glæsiz]","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
219,"これはジムのズボンです。","These are Jim's pants.	/[pænts]","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
220,"これはジャックのズボンです。","These are Jack's trousers.	/[trauzəz]","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
221,"あれはベティのくつ下です。","Those are Betty's socks.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
222,"あれはベティのストッキングです。","Those are Betty's stockings.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
223,"あれはメアリーのハサミです。","Those are Mary's scissors.	/[sizəz]","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
224,"あれはメアリーの長靴です。","Those are Mary's boots.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
225,"あれはメアリーの手袋です。","Those are Mary's gloves.	/[glʌvz]","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
226,"私は和英辞典を持っていません。あなたは持っていますか。","I don't have a Japanese-English dictionary. Do you have one?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
227,"私は地図をなくしたので、買わなければなりません。","I lost my map, so I have to buy one.	/[lɔːst]","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
228,"もしペンが必要なら、あなたにお貸ししましょう。","If you need a pen, I'll lend you one.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
229,"もしペンが必要なら、机の上にあります。","If you need a pen, there is one on the desk.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
230,"彼は車を持っています。そして私も欲しいです。","He has a car and I want one as well.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
231,"A:彼は別荘を持っています。B:それはどこにありますか。","A: He has a vacation house. B: Where is it?","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
232,"A:あなたはこのホッチキスが必要ですか。 B:はい、私は必要です。","A: Do you need this stapler? B: Yes, I need it.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
233,"もしあなたがこの辞書が欲しいのなら、さしあげます。","If you want this dictionary, you can have it.","2025-09-24 22:58:56","2025-09-24 22:58:56",TRUE
